,Object_ID,Image_URL,Title,Object_Name,Medium,Classification,Department,Culture,Period,Object_Date,Target
5314,474491,https://images.metmuseum.org/CRDImages/md/web-large/DP240107.jpg,Ostrakon with Medical Recipes,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,580–640,0
5315,445165,https://images.metmuseum.org/CRDImages/is/web-large/sf07-238-3c.jpg,Bowl,Bowl,Earthenware; incised decoration through a white slip and coloring under transparent glaze,Ceramics,Islamic Art,,,14th–15th century,0
5316,46973,https://images.metmuseum.org/CRDImages/as/web-large/29730.jpg,Covered Cup on Pedestal,Covered cup,"White porcelain decorated with red, gold, blue under the glaze (Arita ware)",Ceramics,Asian Art,Japan,Edo (1615–1868) or Meiji period (1868–1912),19th century,0
5317,45851,https://images.metmuseum.org/CRDImages/as/web-large/23599.jpg,Tripod incense burner with dragon amid flowers,Incense burner with cover and stand,Stoneware with yellow and green glaze over relief decoration (Shanxi liuli ware),Ceramics,Asian Art,China,Ming dynasty (1368–1644),16th century,0
5318,48702,https://images.metmuseum.org/CRDImages/as/web-large/20694.jpg,Vase with roundels of phoenix and chi dragon,Vase,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",mid-18th century,0
5319,446432,https://images.metmuseum.org/CRDImages/is/web-large/sf13-190-151a.jpg,Fragment of a Dish,Fragment,Earthenware; incised decoration under turquoise glaze,Ceramics,Islamic Art,,,13th–14th century,0
5320,48086,https://images.metmuseum.org/CRDImages/as/web-large/78400.jpg,Bottle,Bottle,Porcelain decorated in underglaze blue,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,0
5321,199589,https://images.metmuseum.org/CRDImages/es/web-large/DP-15624-145.jpg,Brown squirrel with collar and chain,Figure,Lead-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1770–80,0
5322,308441,https://images.metmuseum.org/CRDImages/ao/web-large/63.232.32.jpg,Bridge and Double Spout Bottle with Guilloche,Bottle,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Paracas,,7th–4th century B.C.,0
5323,323235,https://images.metmuseum.org/CRDImages/an/web-large/vs36_30_56.jpg,Sherds,Sherds,Ceramic,,Ancient Near Eastern Art,Sasanian,Sasanian,ca. 3rd–7th century A.D.,0
5324,548872,https://images.metmuseum.org/CRDImages/eg/web-large/LC-36_3_164_EGDP025903.jpg,Jar from the Burial of Amenhotep,"Jar, marl, Amenhotep","Pottery, paint",,Egyptian Art,,New Kingdom,ca. 1479–1458 B.C.,0
5325,188643,https://images.metmuseum.org/CRDImages/es/web-large/119215.jpg,Cup (tasse litron) and saucer,Cup and saucer,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1807,0
5326,478815,https://images.metmuseum.org/CRDImages/md/web-large/cop0501s1.jpg,Bowl,Bowl,Earthenware,Ceramics,Medieval Art,Coptic,,4th–7th century,0
5327,318600,https://images.metmuseum.org/CRDImages/ao/web-large/79.8.19.JPG,"Bottle, Raised Faces on Body",Bottle,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Mississippian,,11th–14th century,0
5328,47401,https://images.metmuseum.org/CRDImages/as/web-large/27_131_1_O1_sf.jpg,Meiping vase with floral scrolls,Vase,Porcelain with relief decors under a celadon glaze (Jingdezhen ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),18th century,0
5329,14207,https://images.metmuseum.org/CRDImages/ad/web-large/ADA6004.jpg,Tile,Tile,Earthenware,,The American Wing,American,,ca. 1882–90,0
5330,449740,https://images.metmuseum.org/CRDImages/is/web-large/LC-40_170_44overalld.jpg,Ewer,Ewer,Earthenware; slip covered and unglazed,Ceramics,Islamic Art,,,9th century,0
5331,325519,https://images.metmuseum.org/CRDImages/an/web-large/ME62_116_2.jpg,Head of bull,Sculpture,Ceramic,,Ancient Near Eastern Art,,Iron Age,ca. 8th century B.C.,0
5332,47237,https://images.metmuseum.org/CRDImages/as/web-large/28571.jpg,Bowl,Bowl,"Porcelain painted in underglaze blue and overglaze  enamels, with engraved decoration",Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Daoguang mark and period (1821–50)",,0
5333,474887,https://images.metmuseum.org/CRDImages/md/web-large/sf14-1-196s1.jpg,Ostrakon,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,580–640,0
5334,309360,https://images.metmuseum.org/CRDImages/ao/web-large/65.266.69.JPG,Stirrup Spout Bottle with Couple,Bottle,"Ceramic, slip",Ceramics-Containers,The Michael C. Rockefeller Wing,Moche,,3rd–7th century,0
5336,502727,https://images.metmuseum.org/CRDImages/mi/web-large/DP157371.jpg,Pottery Whistle,Pottery Whistle,Clay,Aerophone-Whistle Flute-whistle,Musical Instruments,Mexican,Pre-Columbian,ca. 300–900,0
5337,47322,https://images.metmuseum.org/CRDImages/as/web-large/29267.jpg,Cup,Cup,Porcelain painted in overglaze polychrome enamels,Ceramics,Asian Art,China,Qing dynasty (1644–1911),first half of the 19th century,0
5338,206687,https://images.metmuseum.org/CRDImages/es/web-large/212475.jpg,Soup plate,Soup plate,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,1750–55,0
5339,449443,https://images.metmuseum.org/CRDImages/is/web-large/wb-38.40.233.JPG,Bowl,Bowl,Earthenware; white slip with polychrome decoration under transparent glaze,Ceramics,Islamic Art,,,9th century,0
5340,5606,https://images.metmuseum.org/CRDImages/ad/web-large/DP256281.jpg,Frame,Frame,Mottled brown earthenware,,The American Wing,American,,1830–70,0
5341,206057,https://images.metmuseum.org/CRDImages/es/web-large/205221.jpg,Snuffbox,Snuffbox,"Hard-paste porcelain, silver gilt",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1775–80,0
5342,323641,https://images.metmuseum.org/CRDImages/an/web-large/LC-38_40_324-20190624.jpg,Sherd,Sherd,"Ceramic, paint",,Ancient Near Eastern Art,Iran,Chalcolithic–Early Bronze Age,ca. 3500-3100 B.C.,0
5343,195774,https://images.metmuseum.org/CRDImages/es/web-large/DP314800.jpg,Ewer,Ewer,"Maiolica (tin-glazed earthenware), lustered",Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1520–25,0
5344,325535,https://images.metmuseum.org/CRDImages/an/web-large/me 62_173_4.jpg,Pot,Pot,Ceramic,,Ancient Near Eastern Art,Iran,Neolithic,6th millennium B.C.,0
5345,196263,https://images.metmuseum.org/CRDImages/es/web-large/69543.jpg,Tile,Tile,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,1640–60,0
5346,209375,https://images.metmuseum.org/CRDImages/es/web-large/205149.jpg,Saucer (part of a service),Saucer,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1723–26,0
5347,463184,https://images.metmuseum.org/CRDImages/md/web-large/sf08-66-2s1.jpg,Wall Tile,Tile,"Earthenware, glaze",Ceramics-Tiles,Medieval Art,Spanish,,15th century,0
5348,316622,https://images.metmuseum.org/CRDImages/ao/web-large/DP259777.jpg,Seed Jar,Jar,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Caddoan,,14th–16th  century,0
5349,47562,https://images.metmuseum.org/CRDImages/as/web-large/78448.jpg,Box with Cover,Covered box,Porcelain decorated in underglaze blue,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,0
5350,207790,https://images.metmuseum.org/CRDImages/es/web-large/ES5407.jpg,Plate with imaginary portrait of the tragic poet Moschion,Plate,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1811–18,0
5352,552313,https://images.metmuseum.org/CRDImages/eg/web-large/12.187.4_EGDP010341.jpg,Cylindrical jar,"Jar, cylindrical",Pottery,,Egyptian Art,,Early Dynastic Period,ca. 3100–2649 B.C.,0
5353,323709,https://images.metmuseum.org/CRDImages/an/web-large/ME39_60_1.jpg,Cup,Cup,Ceramic,,Ancient Near Eastern Art,Iran,Chalcolithic,ca. 3980-3865 B.C.,0
5354,314640,https://images.metmuseum.org/CRDImages/ao/web-large/1983.497.23.jpg,Ceramic Whistle in the Form of a Shell,Whistle,Ceramic,Ceramics-Musical Instruments,The Michael C. Rockefeller Wing,Ecuador,,5th–15th century,0
5355,318444,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23881-001.jpg,Grouped Pigment Jars,Jars,"Ceramic, pigment",Ceramics-Sculpture,The Michael C. Rockefeller Wing,Teotihuacan,,A.D. 300–800,0
5356,188719,https://images.metmuseum.org/CRDImages/es/web-large/ES150.jpg,Coffeepot,Coffeepot,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1775–80,0
5357,452706,https://images.metmuseum.org/CRDImages/is/web-large/sf1975-31-1a.jpg,Fragment with a Figure Holding a Flask,Fragment,"Earthenware; slipped, incised, and glazed (sgraffito)",Ceramics,Islamic Art,,,12th-13th century,0
5358,46050,https://images.metmuseum.org/CRDImages/as/web-large/61_200_55_O1_sf.jpg,Vase with auspicious animals,Vase,Porcelain painted with overglaze enamels (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,0
5359,205331,https://images.metmuseum.org/CRDImages/es/web-large/DP-12374-068.jpg,Vase (one of a set of three),Vase,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1761,0
5360,445013,https://images.metmuseum.org/CRDImages/is/web-large/sf07-212-3a.jpg,Fragment of a Bowl,Fragment of a bowl,Stonepaste; underglaze and luster-painted,Ceramics,Islamic Art,,,12th–13th century,0
5361,63169,https://images.metmuseum.org/CRDImages/as/web-large/36_120_515.JPG,Teabowl,Teabowl,"Clay, pitted; thin, crackled glaze over gray glaze, burned black near the edges (Owari ware, Fujimi type)",Ceramics,Asian Art,Japan,Edo period (1615–1868),ca. 1865,0
5362,37496,https://images.metmuseum.org/CRDImages/as/web-large/1989_238_38.JPG,Covered Jar,Covered jar,Earthenware with cream white glaze and iron-brown underglaze decoration,Ceramics,Asian Art,Thailand (Si Satchanalai),,14th–15th century,0
5364,468270,https://images.metmuseum.org/CRDImages/md/web-large/sf49-101-5s1.jpg,Vessel,Vessel,Earthenware,Ceramics,Medieval Art,Visigothic,,6th–7th century,0
5365,324861,https://images.metmuseum.org/CRDImages/an/web-large/DP-15115-023.jpg,Figurine,Sculpture,Ceramic,,Ancient Near Eastern Art,Parthian,Parthian,ca. 150 B.C.,0
5366,64446,https://images.metmuseum.org/CRDImages/as/web-large/2001_794_217.JPG,Figure of Fertility Goddess,Figure,Terracotta,Ceramics,Asian Art,Baluchistan,,ca. 2700–3000 B.C.,0
5367,445607,https://images.metmuseum.org/CRDImages/is/web-large/sf08-256-332a.jpg,Fragment,Fragment,Stonepaste; underglaze painted under turquoise glaze,Ceramics,Islamic Art,,,14th–15th century,0
5368,555063,https://images.metmuseum.org/CRDImages/eg/web-large/bw13.180.70.jpg,Funerary Cone of Baki,"Cone, circular impression, Baki",Pottery,,Egyptian Art,,New Kingdom,ca. 1550–1295 B.C.,0
5369,64473,https://images.metmuseum.org/CRDImages/as/web-large/2002_266_O2.jpg,Vessel,Vessel,Ceramic,Ceramics,Asian Art,India (Bengal),Shunga period,ca. 1st century B.C.,0
5370,207470,https://images.metmuseum.org/CRDImages/es/web-large/LC-1983_576_3.jpg,Jug,Jug,Lead-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,second half 16th century,0
5371,1364,https://images.metmuseum.org/CRDImages/ad/web-large/DP256285.jpg,Candlestick,Candlestick,Probably mottled brown earthenware,,The American Wing,American,,1820–70,0
5372,201763,https://images.metmuseum.org/CRDImages/es/web-large/DP-13615-013.jpg,Bottoms-up cup or stirrup cup (Sturzbecher),Bottoms-up cup or stirrup cup,Salt-glazed stoneware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1550–70,0
5373,190998,https://images.metmuseum.org/CRDImages/es/web-large/152098.jpg,Tile,Tile,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1620–40,0
5374,207125,https://images.metmuseum.org/CRDImages/es/web-large/DP167189.jpg,Table Bell in the Form of a Chambermaid,Table bell,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1735,0
5375,460653,https://images.metmuseum.org/CRDImages/rl/web-large/1655-1.jpg,"Deep bowl, Jun ware",Bowl,Stoneware with blue glaze.,Ceramics,Robert Lehman Collection,Chinese,,13th–14th century,0
5376,198576,https://images.metmuseum.org/CRDImages/es/web-large/120250.jpg,Plate,Plate,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,ca. 1756,0
5377,192747,https://images.metmuseum.org/CRDImages/es/web-large/LC-14_40_729.jpg,Plate,Plate,Maiolica (tin-glazed earthenware),Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1600,0
5378,46303,https://images.metmuseum.org/CRDImages/as/web-large/79_2_1119_O1_sf.jpg,Saucer with plants,Saucer,Porcelain painted in underglaze cobalt blue and overglazed polychrome enamels (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Jiaqing period (1796–1820)",early 19th century,0
5379,454745,https://images.metmuseum.org/CRDImages/is/web-large/sf20-120-196a.jpg,Fragment of a Bowl,Fragment,Earthenware; underglaze painted,Ceramics,Islamic Art,,,10th–12th century,0
5380,327834,https://images.metmuseum.org/CRDImages/an/web-large/MEINST62_3_1.jpg,Spindle whorl,Whorl,Ceramic,,Ancient Near Eastern Art,,Neolithic,6th millennium B.C.,0
5381,478415,https://images.metmuseum.org/CRDImages/md/web-large/Cop0227.jpg,Nesting Bowl,Bowl,Earthenware,Ceramics,Medieval Art,Coptic,,4th–7th century,0
5382,52050,https://images.metmuseum.org/CRDImages/as/web-large/23495.jpg,Writer's Water Bottle,Writer's water bottle,Porcelain,Ceramics,Asian Art,China,,,0
5383,308623,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.126.jpg,Double Spout and Bridge Bottle with Falcon,Bottle,"Ceramic, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Paracas,,7th–5th century B.C.,0
5384,474768,https://images.metmuseum.org/CRDImages/md/web-large/sf14-1-66s1.jpg,Ostrakon with a Letter,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,600,0
5385,191348,https://images.metmuseum.org/CRDImages/es/web-large/7871.jpg,Tankard,Tankard,"Stoneware, pewter",Ceramics-Pottery,European Sculpture and Decorative Arts,,,18th century,0
5386,63135,https://images.metmuseum.org/CRDImages/as/web-large/29_100_660_O_sf.jpg,Tea jar,Tea jar,Fine gray clay with thick brown glaze (Kiyomizu ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),18th century,0
5388,208410,https://images.metmuseum.org/CRDImages/es/web-large/260541.jpg,Teabowl,Teabowl,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1760,0
5389,325065,https://images.metmuseum.org/CRDImages/an/web-large/DP-16803-001.jpg,Jar with geometric designs,Jar,"Ceramic, paint",,Ancient Near Eastern Art,,Transitional Chalcolithic,ca. 5300-4300 B.C.,0
5390,325005,https://images.metmuseum.org/CRDImages/an/web-large/DP-19789-002.jpg,Spouted jar,Jar,Ceramic,,Ancient Near Eastern Art,Iran,"Iron Age II, Hasanlu Period IV",ca. 9th century B.C.,0
5391,44374,https://images.metmuseum.org/CRDImages/as/web-large/272401.jpg,Model of Prostrate Official,Figure,Stoneware,Tomb Pottery,Asian Art,China,Yuan dynasty (1271–1368),,0
5392,6190,https://images.metmuseum.org/CRDImages/ad/web-large/DP207680.jpg,Plate,Plate,Earthenware; Redware with sgraffito decoration,,The American Wing,American,,ca. 1820–50,0
5393,451574,https://images.metmuseum.org/CRDImages/is/web-large/sf60-23-81b.jpg,Fragment,Fragment,Earthenware; incised,Ceramics,Islamic Art,,,9th–10th century,0
5395,208503,https://images.metmuseum.org/CRDImages/es/web-large/SF1995_268_333.jpg,Cup (part of a service),Cup,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1743–59,0
5396,694197,https://images.metmuseum.org/CRDImages/md/web-large/28.99.98.jpg,Fragment,Fragment,"Glass, ceramic",Glass-Vessels,Medieval Art,European or Middle Eastern,,ca. 1150–ca. 1250,0
5397,308415,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23896-001.jpg,Architectural Vessel,Vessel,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Moche,,A.D. 400–600,0
5398,771029,https://images.metmuseum.org/CRDImages/es/web-large/DP-16489-010.jpg,Moon flask,Moon flask,Bone china,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1870–80,0
5400,203277,https://images.metmuseum.org/CRDImages/es/web-large/LC-64_101_382-001.jpg,Pair of cachepots,Cachepots,Faience (tin-glazed earthenware),Ceramics-Pottery,European Sculpture and Decorative Arts,,,1770–80,0
5401,448198,https://images.metmuseum.org/CRDImages/is/web-large/sf28-89-6.jpg,Star-Shaped Tile,Tile,Stonepaste; luster-painted,Ceramics-Tiles,Islamic Art,,,13th century,0
5403,201627,https://images.metmuseum.org/CRDImages/es/web-large/LC-53_225_46-001.jpg,Dish,Dish,Lead-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,late 16th–early 17th century.,0
5404,48552,https://images.metmuseum.org/CRDImages/as/web-large/65_155_68_O1_sf.jpg,Jar with lion-head ornaments,Jar,"Porcelain with crackled green glaze (Jingdezhen ware), gilt bronze mounts",Ceramics,Asian Art,China,Qing dynasty (1644–1911),18th century,0
5405,554957,https://images.metmuseum.org/CRDImages/eg/web-large/30-6-181.jpg,Funerary Cone of the Scribe of the Treasury of Amun Mery,"Cone, Mery, circular impression, scribe, treasury, Amun",Pottery,,Egyptian Art,,New Kingdom,ca. 1550–1295 B.C.,0
5407,6095,https://images.metmuseum.org/CRDImages/ad/web-large/24722.jpg,Plate,Plate,"Earthenware, transfer-printed",,The American Wing,British (American market),,ca. 1851,0
5408,187664,https://images.metmuseum.org/CRDImages/es/web-large/58269.jpg,Plate,Plate,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1751–83,0
5409,7206,https://images.metmuseum.org/CRDImages/ad/web-large/LC-12_21_2-001.jpg,Sauceboat,Sauceboat,"Earthenware, transfer-printed",,The American Wing,British (American market),,ca. 1818–ca. 1846,0
5410,190913,https://images.metmuseum.org/CRDImages/es/web-large/4751.jpg,Tile,Tile,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,1620–40,0
5411,445325,https://images.metmuseum.org/CRDImages/is/web-large/sf08-184-38a.jpg,Fragment,Fragment,Earthenware; incised decoration through white slip and coloring under transparent glaze.,Ceramics,Islamic Art,,,14th century,0
5412,319003,https://images.metmuseum.org/CRDImages/ao/web-large/DP230682.jpg,Male Ancestor Figure,Male figure,Ceramic,Ceramics-Sculpture,The Michael C. Rockefeller Wing,Nayarit,,100 B.C.–A.D. 200,0
5413,474842,https://images.metmuseum.org/CRDImages/md/web-large/sf14-1-149s1.jpg,Ostrakon with a Letter from Pilatus to Peter,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,600,0
5414,62717,https://images.metmuseum.org/CRDImages/as/web-large/93_1_233.jpg,Tea Jar,Tea jar,Clay covered with transparent glaze over white slip (Karatsu ware),Ceramics,Asian Art,Japan,Momoyama (1573–1615) or Edo period (1615–1868),19th century,0
5415,46163,https://images.metmuseum.org/CRDImages/as/web-large/14_40_412_O1_sf.jpg,Vase,Vase,"Porcelain with ox-blood red glaze (Jingdezhen ware), wooden stand",Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",late 17th–early 18th century,0
5416,208340,https://images.metmuseum.org/CRDImages/es/web-large/ES4004.jpg,Beaker,Beaker,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,early 19th century,0
5417,670810,https://images.metmuseum.org/CRDImages/es/web-large/DP-13486-063.jpg,Jug,Jug,Glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1880,0
5418,451543,https://images.metmuseum.org/CRDImages/is/web-large/sf60-23-48a.jpg,Fragment,Fragment,Earthenware; splash glazed,Ceramics,Islamic Art,,,9th century,0
5419,73635,https://images.metmuseum.org/CRDImages/as/web-large/2007_76_S1_Strm1.JPG,Ewer with writhing dragon,Ewer,Glazed pottery with incised decoration,Ceramics,Asian Art,China,Liao dynasty (907–1125),10th–11th century,0
5420,52401,https://images.metmuseum.org/CRDImages/as/web-large/79_2_864_O.JPG,Square Bottle,Bottle,White porcelain decorated with blue and white (Arita ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),18th century,0
5421,555064,https://images.metmuseum.org/CRDImages/eg/web-large/bw13.180.71.jpg,Funerary Cone of Djehutymose,"Cone, rectangular impression (2), Djehutymose, wab priest",Pottery,,Egyptian Art,,New Kingdom,ca. 1550–1295 B.C.,0
5422,445216,https://images.metmuseum.org/CRDImages/is/web-large/sf07-238-64a.jpg,Fragment of a Plate,Fragment,Earthenware; incised decoration through a white slip and coloring under transparent glaze,Ceramics,Islamic Art,,,14th–15th century,0
5423,46175,https://images.metmuseum.org/CRDImages/as/web-large/86679.jpg,Dish with floral pattern,Dish,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),Ceramics,Asian Art,China,Qing dynasty (1644–1911),19th century,0
5425,205267,https://images.metmuseum.org/CRDImages/es/web-large/DP149935.jpg,Teapot with cover,Teapot with cover,"Hard-paste porcelain decorated in polychrome enamels, gold; metal chain and mounts",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1719–30,0
5426,449381,https://images.metmuseum.org/CRDImages/is/web-large/wb-38.40.171.JPG,Bowl,Bowl,Earthenware; black slip with white slip decoration under transparent glaze,Ceramics,Islamic Art,,,10th century,0
5427,448900,https://images.metmuseum.org/CRDImages/is/web-large/sf32-150-464c.jpg,Fragment,Fragment,Earthenware,Ceramics,Islamic Art,,,8th–9th century,0
5428,451667,https://images.metmuseum.org/CRDImages/is/web-large/Cbowl61.217.jpg,Bowl,Bowl,Earthenware,Ceramics,Islamic Art,,,10th century,0
5429,453453,https://images.metmuseum.org/CRDImages/is/web-large/wb-30.95.234.JPG,Star-Shaped Tile,Star-shaped tile,Stonepaste; stain- and luster-painted,Ceramics-Tiles,Islamic Art,,,late 13th–early 14th century,0
5430,47392,https://images.metmuseum.org/CRDImages/as/web-large/54791.jpg,Censer and Top in form of a Shishi,Censer and top,"Porcelain decorated with enamels (Arita ware, Imari type)",Ceramics,Asian Art,Japan,Edo period (1615–1868),1750,0
5432,695403,https://images.metmuseum.org/CRDImages/md/web-large/28.99.440.jpg,Fragment,Fragment,"Glass, ceramic",Glass-Vessels,Medieval Art,European or Middle Eastern,,ca. 1150–ca. 1250,0
5433,192910,https://images.metmuseum.org/CRDImages/es/web-large/DP-14759-003.jpg,Teapot in the form of a pineapple,Teapot with cover,Lead-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1750–70,0
5436,474834,https://images.metmuseum.org/CRDImages/md/web-large/sf14-1-142s1.jpg,Ostrakon with a Letter to Elias,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,600,0
5437,460223,https://images.metmuseum.org/CRDImages/rl/web-large/sf_rlc_1975_1_1127.jpg,Pair of candlesticks (candelieri),Candlesticks,Maiolica (tin-glazed earthenware),Ceramics-Pottery,Robert Lehman Collection,"Italian, Urbino",,ca. 1550–60,0
5438,20206,https://images.metmuseum.org/CRDImages/ad/web-large/L.2009.22.288.jpg,Pitcher,Pitcher,Earthenware,,The American Wing,American,,ca. 1898–1910,0
5439,201761,https://images.metmuseum.org/CRDImages/es/web-large/159690.jpg,Flagon (Schnelle),Flagon,"Salt-glazed stoneware, pewter",Ceramics-Pottery,European Sculpture and Decorative Arts,,,dated 1573,0
5440,46294,https://images.metmuseum.org/CRDImages/as/web-large/86684.jpg,Cup with lions,Cup,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),Ceramics,Asian Art,China,Qing dynasty (1644–1911),19th century,0
5441,46804,https://images.metmuseum.org/CRDImages/as/web-large/17_118_14_O1_sf.jpg,Octagonal cup with the Eight Immortals,Cup,Porcelain painted in overglaze polychrome enamels (Dehua ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),17th century,0
5442,52682,https://images.metmuseum.org/CRDImages/as/web-large/25_222_2_O1_sf.jpg,Vase,Vase,Pottery,Ceramics,Asian Art,China,Song dynasty (960–1279),,0
5445,207775,https://images.metmuseum.org/CRDImages/es/web-large/DP-13486-030.jpg,Pitcher,Pitcher,Glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,1879–82,0
5446,50179,https://images.metmuseum.org/CRDImages/as/web-large/DP220705.jpg,One from a set of Six Side Dishes (Mukōzuke) for Tea Gathering Meal (Cha-kaiseki),Cup,"Stoneware with iron underglaze and copper‑green overglaze (Mino ware, Oribe Yashichida type)",Ceramics,Asian Art,Japan,Momoyama period (1573–1615),early 17th century,0
5447,206527,https://images.metmuseum.org/CRDImages/es/web-large/DP363153.jpg,Plate,Plate,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1775,0
5448,207116,https://images.metmuseum.org/CRDImages/es/web-large/ES6434.jpg,Beggar,Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1760,0
5449,189000,https://images.metmuseum.org/CRDImages/es/web-large/ES185.jpg,Two dishes,Dishes,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1760–70,0
5450,450356,https://images.metmuseum.org/CRDImages/is/web-large/wb-40.170.702.JPG,Painted Plaster,Painted plaster and ceramic fragment,Plaster; painted,Plaster,Islamic Art,,,12th century,0
5451,44430,https://images.metmuseum.org/CRDImages/as/web-large/1994_605_134_L36670.jpg,Model of Mill,Model of mill,Earthenware with lead glaze,Ceramics,Asian Art,China,Han dynasty (206 B.C.–A.D. 220),,0
5452,695189,https://images.metmuseum.org/CRDImages/md/web-large/28.99.292.jpg,Fragment,Fragment,"Glass, ceramic",Glass-Vessels,Medieval Art,European or Middle Eastern,,ca. 1150–ca. 1250,0
5453,451575,https://images.metmuseum.org/CRDImages/is/web-large/sf60-23-82a.jpg,Fragment,Fragment,Earthenware; incised,Ceramics,Islamic Art,,,9th–10th century,0
5454,201358,https://images.metmuseum.org/CRDImages/es/web-large/155167.jpg,Vegetable dish with cover (part of a service),Vegetable dish with cover,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,1790–1800,0
5455,313198,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.1001.JPG,Female Figure,Female figure,Ceramic,Ceramics-Sculpture,The Michael C. Rockefeller Wing,Colima,,2nd century B.C.–A.D. 3rd century,0
5456,444996,https://images.metmuseum.org/CRDImages/is/web-large/sf07-143-1b.jpg,Dish,Dish,Stonepaste; painted and glazed,Ceramics,Islamic Art,,,early 17th century,0
5457,63740,https://images.metmuseum.org/CRDImages/as/web-large/1975_268_669_O2_sf.jpg,One from a Set of Five Soba Cups with Chrysanthemum Design,Soba cup,Porcelain with underglaze blue (Hizen ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),1615–1868,0
